*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	duplicates *once **twice	DNA_plate	DNA_well
Fe21/29715	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29715	nan	nan	nan	nan	-80C	nan	nan	nan	P2	E7
Fe21/14195	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14195	nan	nan	nan	nan	-80C	nan	nan	nan	P1	B9
Fe21/14260	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14260	nan	nan	nan	nan	-80C	nan	nan	nan	P3	H4
Fe21/29643	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29643	nan	nan	nan	nan	-80C	nan	nan	nan	P2	H5
Fe21/14261	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14261	nan	nan	nan	nan	-80C	nan	nan	nan	P2	G5
Fe21/14186	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14186	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E1
Fe21/29646	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29646	nan	nan	nan	nan	-80C	nan	nan	nan	P2	G10
Fe21/29781	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29781	nan	nan	nan	nan	-80C	nan	nan	nan	P2	H2
Fe21/29668	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29668	nan	nan	nan	nan	-80C	nan	nan	nan	P4	D11
Fe21/14265	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/14265	nan	nan	nan	nan	-80C	nan	nan	nan	P4	H2
Fe21/29653	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29653	nan	nan	nan	nan	-80C	nan	nan	nan	P1	C3
Fe21/14208	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14208	nan	nan	nan	nan	-80C	nan	nan	nan	P2	B12
Fe21/14305	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14305	nan	nan	nan	nan	-80C	nan	nan	nan	P1	C7
Fe21/29949	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29949	nan	nan	nan	nan	-80C	nan	nan	nan	P1	E6
Fe21/29796	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29796	nan	nan	nan	nan	-80C	nan	nan	nan	P3	A11
Fe21/29847	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29847	nan	nan	nan	nan	-80C	nan	nan	nan	P2	G8
Fe21/29793	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29793	nan	nan	nan	nan	-80C	nan	nan	nan	P1	B3
Fe21/29753	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29753	nan	nan	nan	nan	-80C	nan	nan	nan	P2	H6
Fe21/29694	nan	nan	Gut microflora metagenomics	2017-02-21 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P3	H2
Fe24/14322	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14322	nan	nan	nan	nan	-80C	nan	nan	nan	P5	F5
Fe24/14187	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14187	nan	nan	nan	nan	-80C	nan	nan	nan	P6	F5
Fe24/29665	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29665	nan	nan	nan	nan	-80C	nan	nan	nan	P5	G3
Fe24/29705	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29705	nan	nan	nan	nan	-80C	nan	nan	nan	P4	H9
Fe24/29654	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29654	nan	nan	nan	nan	-80C	nan	nan	nan	P6	F1
Fe24/14184	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/14184	nan	nan	nan	nan	-80C	nan	nan	nan	P6	F11
Fe24/29666	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1D/29666	nan	nan	nan	nan	-80C	nan	nan	nan	P6	B8
Fe24/29948	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1D/29948	nan	nan	nan	nan	-80C	nan	nan	nan	P5	G11
Fe24/14159	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14159	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C9
Fe24/29752	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/29752	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G9
Fe24/29875	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/29875	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C1
Fe24/14276	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/14276	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G8
Fe24/29864	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29864	nan	nan	nan	nan	-80C	nan	nan	nan	P6	C5
Fe24/14317	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/14317	nan	nan	nan	nan	-80C	nan	nan	nan	P8	G11
Fe24/29742	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29742	nan	nan	nan	nan	-80C	nan	nan	nan	P7	H11
Fe24/29846	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29846	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E9
Fe24/29961	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29961	nan	nan	nan	nan	-80C	nan	nan	nan	P4	B8
Fe24/29652	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29652	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C3
Fe24/29951	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29951	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G7
Fe24/29934	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29934	nan	nan	nan	nan	-80C	nan	nan	nan	P6	E10
Fe24/29865	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29865	nan	nan	nan	nan	-80C	nan	nan	nan	P5	C1
Fe24/29667	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29667	nan	nan	nan	nan	-80C	nan	nan	nan	P3	F10
Fe24/29931	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29931	nan	nan	nan	nan	-80C	nan	nan	nan	P3	B11
Fe24/14320	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14320	nan	nan	nan	nan	-80C	nan	nan	nan	P7	G2
Fe24/29924	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/29924	nan	nan	nan	nan	-80C	nan	nan	nan	P8	G10
Fe24/14209	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14209	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E10
Fe24/14188	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14188	nan	nan	nan	nan	-80C	nan	nan	nan	P4	F11
Fe24/14306	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14306	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G3
Fe24/14308	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14308	nan	nan	nan	nan	-80C	nan	nan	nan	P4	B6
Fe24/29700	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/29700	nan	nan	nan	nan	-80C	nan	nan	nan	P5	H1
Fe24/29704	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/29704	nan	nan	nan	nan	-80C	nan	nan	nan	P6	A1
Fe24/14288	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14288	nan	nan	nan	nan	-80C	nan	nan	nan	P6	D5
Fe24/14263	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/14263	nan	nan	nan	nan	-80C	nan	nan	nan	P5	A10
Fe24/29702	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29702	nan	nan	nan	nan	-80C	nan	nan	nan	P6	B11
Fe24/29715	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29715	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G7
Fe24/14260	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14260	nan	nan	nan	nan	-80C	nan	nan	nan	P5	H12
Fe24/29643	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29643	nan	nan	nan	nan	-80C	nan	nan	nan	P3	D10
Fe24/14261	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14261	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E3
Fe24/14186	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14186	nan	nan	nan	nan	-80C	nan	nan	nan	P6	H3
Fe24/29646	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29646	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E11
Fe24/29781	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29781	nan	nan	nan	nan	-80C	nan	nan	nan	P6	G12
Fe24/29668	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29668	nan	nan	nan	nan	-80C	nan	nan	nan	P5	B4
Fe24/14265	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/14265	nan	nan	nan	nan	-80C	nan	nan	nan	P5	C12
Fe24/14208	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14208	nan	nan	nan	nan	-80C	nan	nan	nan	P3	D12
Fe24/29796	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29796	nan	nan	nan	nan	-80C	nan	nan	nan	P6	H1
Fe24/29847	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29847	nan	nan	nan	nan	-80C	nan	nan	nan	P3	B6
Fe24/29753	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29753	nan	nan	nan	nan	-80C	nan	nan	nan	P4	D10
Fe24/29694	nan	nan	Gut microflora metagenomics	2017-02-24 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P5	G4
Fe28/29707	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/29707	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A11
Fe28/14322	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14322	nan	nan	nan	nan	-80C	nan	nan	nan	P3	C7
Fe28/29913	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/29913	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A8
Fe28/14187	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14187	nan	nan	nan	nan	-80C	nan	nan	nan	P2	B2
Fe28/14286	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/14286	nan	nan	nan	nan	-80C	nan	nan	nan	P1	A2
Fe28/29962	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29962	nan	nan	nan	nan	-80C	nan	nan	nan	P1	E4
Fe28/29665	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29665	nan	nan	nan	nan	-80C	nan	nan	nan	P2	B7
Fe28/29705	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29705	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C8
Fe28/29654	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29654	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C11
Fe28/14184	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/14184	nan	nan	nan	nan	-80C	nan	nan	nan	P5	G2
Fe28/29666	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29666	nan	nan	nan	nan	-80C	nan	nan	nan	P2	A8
Fe28/29948	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29948	nan	nan	nan	nan	-80C	nan	nan	nan	P2	F1
Fe28/14159	nan	nan	Gut microflora metagenomics	2017-02-28 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14159	nan	nan	nan	nan	-80C	nan	nan	nan	P5	D11
